from,to,rel
泌尿生殖道感染,达格列净,SideEff-Drug
泌尿道感染,达格列净,SideEff-Drug
生殖道感染,达格列净,SideEff-Drug
生殖道感染,卡格列净,SideEff-Drug
泌尿生殖道事件,艾格列净,SideEff-Drug
泌尿道和生殖道不良事件,艾格列净,SideEff-Drug
心血管事件,达格列净,SideEff-Drug
泌尿生殖道感染,卡格列净,SideEff-Drug
糖耐量减低,新型GH抑制剂,SideEff-Drug
糖耐量减低,培维索孟,SideEff-Drug
糖耐量减低,GH抑制剂,SideEff-Drug
夜间低血糖,磺脲类降糖药,SideEff-Drug
夜间低血糖,NPH,SideEff-Drug
夜间低血糖,LA-IA,SideEff-Drug
无症状夜间低血糖,CSII,SideEff-Drug
低血糖,CSII,SideEff-Drug
低血糖,经肾排泄药物,SideEff-Drug
低血糖,第一代磺脲类药物,SideEff-Drug
心血管风险,罗格列酮,SideEff-Drug
骨质疏松,吡格列酮,SideEff-Drug
低血糖,降糖药,SideEff-Drug
移植后糖代谢紊乱,巴利昔单抗,SideEff-Drug
糖代谢紊乱,IL-2Ra,SideEff-Drug
糖尿病,达利珠单抗,SideEff-Drug
高血糖,达利珠单抗,SideEff-Drug
高血糖,他克莫司,SideEff-Drug
NODAT,IL-2Ra,SideEff-Drug
糖代谢紊乱,MMF,SideEff-Drug
高血糖,IL-2Ra,SideEff-Drug
高血糖,CsA,SideEff-Drug
糖代谢,糖皮质激素,SideEff-Drug
糖代谢,CNIs,SideEff-Drug
移植后糖代谢,IL-2Ra,SideEff-Drug
移植受体糖代谢,IL-2Ra,SideEff-Drug
移植后机体糖代谢状态,IL-2Ra,SideEff-Drug
糖尿病,激素,SideEff-Drug
NODAT,IL-2Ra+激素,SideEff-Drug
糖尿病,他克莫司+达利珠单抗无激素,SideEff-Drug
糖尿病,他克莫司+激素,SideEff-Drug
新发糖尿病,达利珠单抗+他克莫司+MMF或激素+他克莫司+MMF,SideEff-Drug
高血糖,达利珠单抗+他克莫司+MMF或激素+他克莫司+MMF,SideEff-Drug
高血糖,激素,SideEff-Drug
新发糖尿病,激素,SideEff-Drug
新发糖尿病,IL-2Ra,SideEff-Drug
NODAT,他克莫司+MMF+激素,SideEff-Drug
NODAT,他克莫司+MMF+达利珠单抗,SideEff-Drug
严重胰岛炎,IL-2Ra,SideEff-Drug
糖尿病,IL-2Ra,SideEff-Drug
移植后糖尿病,巴利昔单抗,SideEff-Drug
IGT,巴利昔单抗,SideEff-Drug
NODAT,巴利昔单抗,SideEff-Drug
空腹血糖受损,巴利昔单抗,SideEff-Drug
IFG,巴利昔单抗,SideEff-Drug
NODAT,激素,SideEff-Drug
NODAT,MMF,SideEff-Drug
NODAT,CsA,SideEff-Drug
NODAT,抗胸腺球蛋白,SideEff-Drug
NODAT,他克莫司+巴利昔单抗组,SideEff-Drug
NODAT,他克莫司+MMF组,SideEff-Drug
高血糖,他克莫司+MMF组,SideEff-Drug
高血糖,他克莫司+巴利昔单抗组,SideEff-Drug
高血糖,他克莫司+MMF+激素,SideEff-Drug
糖尿病,他克莫司+达利珠单抗,SideEff-Drug
高血糖,他克莫司+达利珠单抗,SideEff-Drug
糖尿病,他克莫司+MMF,SideEff-Drug
高血糖,他克莫司+MMF,SideEff-Drug
NODAT,他克莫司+激素,SideEff-Drug
NODAT,达利珠单抗+MMF+他克莫司,SideEff-Drug
NODAT,激素+他克莫司,SideEff-Drug
高血糖,达利珠单抗+MMF+他克莫司,SideEff-Drug
高血糖,激素+他克莫司,SideEff-Drug
NODAT,糖皮质激素,SideEff-Drug
NODAT,免疫抑制剂,SideEff-Drug
糖代谢,免疫抑制剂,SideEff-Drug
低血糖风险,非胰岛素降糖药,SideEff-Drug
心力衰竭,TZDs,SideEff-Drug
急性心力衰竭,TZDs,SideEff-Drug
心力衰竭,沙格列汀,SideEff-Drug
心力衰竭,阿格列汀,SideEff-Drug
心力衰竭,利司那肽,SideEff-Drug
低血糖,SUs,SideEff-Drug
低血糖,SGLT-2抑制剂,SideEff-Drug
低血糖,非胰岛素降糖药物,SideEff-Drug
乳酸性酸中毒,非胰岛素降糖药物,SideEff-Drug
急性肾损伤,坎格列净,SideEff-Drug
急性肾损伤,达格列净,SideEff-Drug
腹泻,GTE,SideEff-Drug
厌食,GTE,SideEff-Drug
低血糖,促泌剂,SideEff-Drug
胃肠道反应,糖苷酶抑制剂,SideEff-Drug
腹胀,二甲双胍,SideEff-Drug
肠道排气增多,二甲双胍,SideEff-Drug
低血糖,DPP-4酶抑制剂,SideEff-Drug
胃肠道反应,艾塞那肽,SideEff-Drug
恶心,艾塞那肽,SideEff-Drug
呕吐,艾塞那肽,SideEff-Drug
低血糖,a一糖苷酶抑制剂,SideEff-Drug
低血糖,胰岛,SideEff-Drug
低血糖,沙格列汀,SideEff-Drug
体重增加,DDP-4抑制剂,SideEff-Drug
一过性恶心,利拉鲁肽,SideEff-Drug
呕吐,利拉鲁肽,SideEff-Drug
食欲减退,利拉鲁肽,SideEff-Drug
上消化道不良反应,利拉鲁肽,SideEff-Drug
皮疹,利拉鲁肽,SideEff-Drug
一过性便秘,利拉鲁肽,SideEff-Drug
一过性腹泻,利拉鲁肽,SideEff-Drug
硬结皮疹,甘精胰岛素,SideEff-Drug
体重增加,甘精胰岛素,SideEff-Drug
消化道不良反应,甘精胰岛素,SideEff-Drug
低血糖反应,胰岛素,SideEff-Drug
体重的增加,胰岛素,SideEff-Drug
消化道不良反应,利拉鲁肽,SideEff-Drug
胃肠道不良反应,甘精胰岛素,SideEff-Drug
低血糖,胰岛素泵,SideEff-Drug
出血,华法林,SideEff-Drug
出血,氯吡格雷,SideEff-Drug
低血糖,α糖苷酶抑制剂,SideEff-Drug
体重,西格列汀,SideEff-Drug
增加体重,DPP-4抑制剂,SideEff-Drug
低血糖,维格列汀,SideEff-Drug
体重增加,格列齐特,SideEff-Drug
增加患者体重,TZD药物,SideEff-Drug
胃肠道不良反应,维格列汀,SideEff-Drug
胃肠道不良反应,GLP-1药物,SideEff-Drug
增加体重,噻唑烷二酮类药物,SideEff-Drug
低血糖事件,DPP-4抑制剂,SideEff-Drug
体重增加,维格列汀,SideEff-Drug
增加患者体重,维格列汀,SideEff-Drug
胃肠道不良反应,阿卡波糖,SideEff-Drug
胃肠道不良反应,GLP-1受体激动剂,SideEff-Drug
恶心,GLP-1药物,SideEff-Drug
增加体重,二甲双胍,SideEff-Drug
低血糖事件,二甲双胍,SideEff-Drug
低钾血症,胰岛素,SideEff-Drug
中毒性肝损害,抗甲状腺药物,SideEff-Drug
胆汁淤积性黄疸,抗甲状腺药物,SideEff-Drug
肝损害,131碘,SideEff-Drug
胆汁淤积性黄疸,131碘,SideEff-Drug
水肿,rhGH,SideEff-Drug
腕管综合征,rhGH,SideEff-Drug
关节痛,rhGH,SideEff-Drug
男性乳房增生,rhGH,SideEff-Drug
咳嗽,ACEI,SideEff-Drug
头痛,ACEI,SideEff-Drug
血管性水肿,ACEI,SideEff-Drug
水钠潴留,NSAIDs,SideEff-Drug
肾功能损伤,NSAIDs,SideEff-Drug
心衰,NSAIDs,SideEff-Drug
超敏反应,噻嗪类利尿剂,SideEff-Drug
低血糖,传统降糖药,SideEff-Drug
体重增加,传统降糖药,SideEff-Drug
无症状性低血糖,胰岛素,SideEff-Drug
症状性低血糖,胰岛素,SideEff-Drug
体重增加,DPP-4抑制剂,SideEff-Drug
低血糖发生,DPP-4抑制剂,SideEff-Drug
低血糖发生,胰岛素,SideEff-Drug
高血压,胰升糖素拮抗剂,SideEff-Drug
肝酶升高,胰升糖素拮抗剂,SideEff-Drug
肝毒性,胰岛素增敏剂,SideEff-Drug
心血管事件,胰岛素增敏剂,SideEff-Drug
膀胱癌,胰岛素增敏剂,SideEff-Drug
膀胱癌,肌醇,SideEff-Drug
肝毒性,肌醇,SideEff-Drug
心血管事件,肌醇,SideEff-Drug
膀胱癌,噻唑烷二酮,SideEff-Drug
心血管事件,噻唑烷二酮,SideEff-Drug
肝毒性,噻唑烷二酮,SideEff-Drug
肾损害,他汀类药物,SideEff-Drug
高T3血症,干甲状腺片,SideEff-Drug
心脏病发作,干甲状腺片,SideEff-Drug
房颤,L-T4,SideEff-Drug
骨质疏松,L-T4,SideEff-Drug
心房纤维颤动,L-T4,SideEff-Drug
骨折,L-T4,SideEff-Drug
心动过速,利拉鲁肽,SideEff-Drug
心率增快,"胰升糖素样肽1(glucagon-likepeptide-1,GLP-1)类似物",SideEff-Drug
心率增快,利拉鲁肽,SideEff-Drug
性欲减退,利拉鲁肽,SideEff-Drug
心率变异性降低,利拉鲁肽,SideEff-Drug
心率明显增快,利拉鲁肽,SideEff-Drug
心率增快,Exendin-4,SideEff-Drug
心率变异性降低,Exendin-4,SideEff-Drug
心率增快,GLP-1,SideEff-Drug
加剧交感-迷走神经的失衡,GLP-1,SideEff-Drug
使心率变异性进一步降低,GLP-1,SideEff-Drug
降低了室颤阈,GLP-1,SideEff-Drug
恶性心律失常,GLP-1,SideEff-Drug
猝死,GLP-1,SideEff-Drug
心脏植物神经功能紊乱,β受体阻断剂,SideEff-Drug
心脏植物神经功能紊乱,利拉鲁肽,SideEff-Drug
心悸,利拉鲁肽,SideEff-Drug
迷走神经的兴奋性进一步抑制,利拉鲁肽,SideEff-Drug
心率变异性进一步降低,利拉鲁肽,SideEff-Drug
心率明显增快所致,利拉鲁肽,SideEff-Drug
对心率和情绪的影响,利拉鲁肽,SideEff-Drug
低钠血症,利尿剂,SideEff-Drug
低镁血症,利尿剂,SideEff-Drug
糖代谢异常,利尿剂,SideEff-Drug
低钠血症,利尿药物,SideEff-Drug
电解质紊乱,利尿剂,SideEff-Drug
低磷血症,利尿剂,SideEff-Drug
低钠血症,噻嗪类利尿剂,SideEff-Drug
低钠血症,袢利尿剂,SideEff-Drug
低钠血症,保钾利尿剂,SideEff-Drug
低钠血症,抗抑郁药物,SideEff-Drug
低钠血症,SSRI,SideEff-Drug
低钠血症,噻嗪类,SideEff-Drug
肝脏甲状腺毒性效应,二碘甲状腺丙酸,SideEff-Drug
手足综合征,索拉非尼,SideEff-Drug
腹泻,索拉非尼,SideEff-Drug
低血糖,格列本脲B,SideEff-Drug
低血糖事件,格列齐特缓释片,SideEff-Drug
低血糖事件,鲁格列净,SideEff-Drug
低血糖,重组人胰岛素,SideEff-Drug
症状性低血糖,磺脲类药物,SideEff-Drug
严重低血糖,磺脲类药物,SideEff-Drug
症状性低血糖,基础胰岛素,SideEff-Drug
无症状性低血糖,磺脲类药物,SideEff-Drug
交叉过敏反应,磺胺类药物,SideEff-Drug
交叉过敏反应,磺脲类药物,SideEff-Drug
低血糖,短效制剂,SideEff-Drug
体重明显增加,磺脲类药物,SideEff-Drug
体重降低,利拉鲁肽,SideEff-Drug
症状性低血糖,重组人胰岛素,SideEff-Drug
严重低血糖,重组人胰岛素,SideEff-Drug
蛋白尿,格列齐特缓释片,SideEff-Drug
肾脏事件风险,格列齐特缓释片,SideEff-Drug
消化道症状,奥曲肽,SideEff-Drug
水钠潴留,二氮嗪,SideEff-Drug
低钾血症,10%氯,SideEff-Drug
消化道反应,二氮嗪,SideEff-Drug
多毛症,二氮嗪,SideEff-Drug
消化道反应,奥曲肽,SideEff-Drug
消化道不良反应,二氮嗪,SideEff-Drug
一过性腹泻,奥曲肽,SideEff-Drug
胆结石,奥曲肽,SideEff-Drug
肠蠕动改变,奥曲肽,SideEff-Drug
胃肠道不良反应,奥曲肽,SideEff-Drug
消化道不良反应,奥曲肽,SideEff-Drug
水钠潴留症状,二氮嗪,SideEff-Drug
颜面或下肢水肿,二氮嗪,SideEff-Drug
多毛,二氮嗪,SideEff-Drug
毛发过度生长,二氮嗪,SideEff-Drug
过敏,二氮嗪,SideEff-Drug
恶心,二氮嗪,SideEff-Drug
畏食,二氮嗪,SideEff-Drug
水钠潴留,氢氯噻嗪,SideEff-Drug
低血糖,GLP-1R激动剂,SideEff-Drug
低血糖,SGLT-2i,SideEff-Drug
体重增加,SGLT-2i,SideEff-Drug
低血糖,恩格列净,SideEff-Drug
体重增加,达格列净,SideEff-Drug
体重减轻,SGLT-2i,SideEff-Drug
体重增加,钠-葡萄糖共转运蛋白2抑制剂,SideEff-Drug
液体潴留,钠-葡萄糖共转运蛋白2抑制剂,SideEff-Drug
胃肠道反应,钠-葡萄糖共转运蛋白2抑制剂,SideEff-Drug
液体潴留,SGLT-2i,SideEff-Drug
胃肠道反应,SGLT-2i,SideEff-Drug
心血管,甲状腺激素,SideEff-Drug
骨骼的影响,甲状腺激素,SideEff-Drug
情感障碍,甲状腺激素,SideEff-Drug
心血管事件,L-T4,SideEff-Drug
甲减,抗甲状腺药物,SideEff-Drug
骨量丢失,甲状腺激素,SideEff-Drug
食欲减退,ACEI,SideEff-Drug
体重下降,ACEI,SideEff-Drug
体温升高,ACEI,SideEff-Drug
心血管死亡,沙格列汀,SideEff-Drug
心肌梗死,沙格列汀,SideEff-Drug
卒中,沙格列汀,SideEff-Drug
非致死性心肌梗死,沙格列汀,SideEff-Drug
非致死性脑卒中,沙格列汀,SideEff-Drug
非致死性心梗,沙格列汀,SideEff-Drug
非致死性卒中,沙格列汀,SideEff-Drug
心衰,沙格列汀,SideEff-Drug
冠脉血运重建,沙格列汀,SideEff-Drug
不稳定型心绞痛,沙格列汀,SideEff-Drug
轻度,沙格列汀,SideEff-Drug
低血糖风险,沙格列汀,SideEff-Drug
增加体重,DPP-4i,SideEff-Drug
低血糖事件,DPP-4i,SideEff-Drug
低血糖事件,噻唑烷二酮类,SideEff-Drug
低血糖,GLP-1RA,SideEff-Drug
低血糖,DPP-4i,SideEff-Drug
增加体重,基础胰岛素,SideEff-Drug
低血糖事件,基础胰岛素,SideEff-Drug
体重,DPP-4i,SideEff-Drug
低血糖事件,格列吡嗪,SideEff-Drug
低血糖事件,格列美脲,SideEff-Drug
心衰,DPP-4i,SideEff-Drug
心血管死亡,DPP-4i,SideEff-Drug
非致死性心肌梗死,DPP-4i,SideEff-Drug
非致死性卒中,DPP-4i,SideEff-Drug
不稳定型心绞痛,DPP-4i,SideEff-Drug
复合心血管事件,DPP-4i,SideEff-Drug
心衰,磺脲类,SideEff-Drug
复合心血管事件,磺脲类,SideEff-Drug
低血糖事件,格列脲,SideEff-Drug
低血糖事件,艾塞那肽,SideEff-Drug
低血糖事件,GLP-1RA,SideEff-Drug
低血糖事件,基础联合餐时胰岛素,SideEff-Drug
低血糖事件,利拉鲁肽,SideEff-Drug
全因死亡,GLP-1RA,SideEff-Drug
心血管死亡,GLP-1RA,SideEff-Drug
心衰,GLP-1RA,SideEff-Drug
非致死性心肌梗死,GLP-1RA,SideEff-Drug
心血管事件,DPP-4i,SideEff-Drug
心血管事件,二甲双胍,SideEff-Drug
非致死性卒中,GLP-1RA,SideEff-Drug
不稳定型心绞痛,GLP-1RA,SideEff-Drug
胃肠道反应,缓释片/胶囊,SideEff-Drug
胃肠道反应,肠溶片”,SideEff-Drug
胃肠道反应,普通片剂,SideEff-Drug
胃肠不适,一糖苷酶抑制剂,SideEff-Drug
心衰,二甲双胍,SideEff-Drug
肝脏毒性,二甲双胍,SideEff-Drug
增重,磺脲类药物,SideEff-Drug
低血糖,0c一糖苷酶抑制剂,SideEff-Drug
糖代谢异常,激素,SideEff-Drug
骨质疏松,激素,SideEff-Drug
过敏,噻唑烷二酮类,SideEff-Drug
水肿,噻唑烷二酮类,SideEff-Drug
谷丙转氨酶升高,MMI,SideEff-Drug
胆红素升高,MMI,SideEff-Drug
中性粒细胞减少,MMI,SideEff-Drug
药物性肝损害,MMI,SideEff-Drug
一过性中性粒细胞减少症,MMI,SideEff-Drug
皮疹,MMI,SideEff-Drug
脱发,MMI,SideEff-Drug
肌肉痛,MMI,SideEff-Drug
关节痛,MMI,SideEff-Drug
肝损害,MMI,SideEff-Drug
中性粒细胞减少症,MMI,SideEff-Drug
谷丙转氨酶(ALT)升高,MMI,SideEff-Drug
粒细胞缺乏症,MMI,SideEff-Drug
荨麻疹,MMI,SideEff-Drug
粒细胞减少,MMI,SideEff-Drug
肝损伤,MMI,SideEff-Drug
血管炎,MMI,SideEff-Drug
胆汁淤积性肝损伤,MMI,SideEff-Drug
肝细胞损害,MMI,SideEff-Drug
中性粒细胞缺乏,MMI,SideEff-Drug
粒细胞减少症,MMI,SideEff-Drug
过敏反应,MMI,SideEff-Drug
肝功能,MMI,SideEff-Drug
医源性库欣综合征,糖皮质激素,SideEff-Drug
心血管事件,糖皮质激素,SideEff-Drug
糖脂代谢紊乱,糖皮质激素,SideEff-Drug
激素撤退综合征,糖皮质激素,SideEff-Drug
恶心,糖皮质激素,SideEff-Drug
呕吐,糖皮质激素,SideEff-Drug
体重减轻,糖皮质激素,SideEff-Drug
关节肌肉酸痛,糖皮质激素,SideEff-Drug
激素撤退综合征,可的松,SideEff-Drug
库欣综合征体征,可的松,SideEff-Drug
激素撤退综合征,醋酸可的松,SideEff-Drug
低热,醋酸可的松,SideEff-Drug
恶心,醋酸可的松,SideEff-Drug
心动过速,醋酸可的松,SideEff-Drug
激素撤退综合征,氢化可的松,SideEff-Drug
严重低血糖,胰岛素,SideEff-Drug
日问低血糖,胰岛素,SideEff-Drug
日问低血糖,人胰岛素,SideEff-Drug
严重低血糖,人胰岛素,SideEff-Drug
夜间低血糖,NPHⅢ,SideEff-Drug
体重增加,促泌剂,SideEff-Drug
皮肤瘙痒,抗甲亢药物,SideEff-Drug
皮肤瘙痒,PTU,SideEff-Drug
皮肤瘙痒,甲硫咪唑,SideEff-Drug
皮肤瘙痒,他巴唑,SideEff-Drug
发热,抗甲亢药物,SideEff-Drug
发热,PTU,SideEff-Drug
发热,甲硫咪唑,SideEff-Drug
发热,他巴唑,SideEff-Drug
关节/肌肉疼痛,抗甲亢药物,SideEff-Drug
关节/肌肉疼痛,PTU,SideEff-Drug
关节/肌肉疼痛,甲硫咪唑,SideEff-Drug
关节/肌肉疼痛,他巴唑,SideEff-Drug
胃肠道不适,抗甲亢药物,SideEff-Drug
胃肠道不适,PTU,SideEff-Drug
胃肠道不适,甲硫咪唑,SideEff-Drug
胃肠道不适,他巴唑,SideEff-Drug
AAV,抗甲亢药物,SideEff-Drug
AAV,PTU,SideEff-Drug
AAV,甲硫咪唑,SideEff-Drug
AAV,他巴唑,SideEff-Drug
自身免疫性疾病,PTU,SideEff-Drug
自身免疫性疾病,甲硫咪唑,SideEff-Drug
自身免疫性疾病,他巴唑,SideEff-Drug
皮疹,PTU,SideEff-Drug
瘙痒,PTU,SideEff-Drug
关节酸痛,PTU,SideEff-Drug
餐后高血糖,糖皮质激素,SideEff-Drug
低血糖,5%葡萄糖溶液,SideEff-Drug
体重增加,抗精神病药物,SideEff-Drug
胰腺炎,阿格列汀,SideEff-Drug
胰腺炎,DDP-4抑制剂,SideEff-Drug
心血管风险,阿格列汀,SideEff-Drug
心血管事件,阿格列汀,SideEff-Drug
体重增加,降糖药,SideEff-Drug
低血糖,阿格列汀,SideEff-Drug
体重增加,阿格列汀,SideEff-Drug
体重变化,阿格列汀,SideEff-Drug
肝损伤,阿格列汀,SideEff-Drug
体重自基线明显减轻,伏格列波糖,SideEff-Drug
体重变化,格列吡嗪,SideEff-Drug
鼻咽炎,阿格列汀,SideEff-Drug
头疼,阿格列汀,SideEff-Drug
上呼吸道感染,阿格列汀,SideEff-Drug
心血管不良事件,阿格列汀,SideEff-Drug
心血管风险,DPP-4抑制剂,SideEff-Drug
低血糖,降糖药物,SideEff-Drug
心血管风险,降糖药物,SideEff-Drug
体重改变,阿格列汀,SideEff-Drug
体重增加,口服降糖药,SideEff-Drug
体重变化,降糖药,SideEff-Drug
体重自基线明显减轻,阿格列汀,SideEff-Drug
体重自基线明显减轻,α-糖苷酶抑制剂,SideEff-Drug
低血糖,传统降糖药物,SideEff-Drug
体重增加,传统降糖药物,SideEff-Drug
心血管风险,传统降糖药物,SideEff-Drug
药物继发失效,传统降糖药物,SideEff-Drug
糖控制进行性恶化,传统降糖药物,SideEff-Drug
低血糖,"二肽基肽酶-4(dipeptidylpeptidase-4,DPP-4)抑制剂",SideEff-Drug
胃肠道反应,DPP-4抑制剂,SideEff-Drug
胰腺炎,DPP-4抑制剂,SideEff-Drug
免疫功能异常,DPP-4抑制剂,SideEff-Drug
联合使用,DPP-4抑制剂,SideEff-Drug
空腹或夜间低血糖,餐时胰岛素,SideEff-Drug
低血糖症状,餐时胰岛素,SideEff-Drug
低血糖,餐时胰岛素,SideEff-Drug
低血糖,长效胰岛素,SideEff-Drug
低血糖,二肽基肽酶4(DPP-4)抑制剂,SideEff-Drug
乳酸性酸中毒,苯乙双胍,SideEff-Drug
心血管事件,普瑞凯希,SideEff-Drug
输液反应,普瑞凯希,SideEff-Drug
免疫原性反应,普瑞凯希,SideEff-Drug
胀气,碳酸氢钠,SideEff-Drug
胃肠道不适,碳酸氢钠,SideEff-Drug
钠负荷过重,碳酸氢钠,SideEff-Drug
高血压,碳酸氢钠,SideEff-Drug
恶心,秋水仙碱,SideEff-Drug
呕吐,秋水仙碱,SideEff-Drug
腹泻,秋水仙碱,SideEff-Drug
腹痛,秋水仙碱,SideEff-Drug
胃肠道反应,秋水仙碱,SideEff-Drug
肝功能异常,秋水仙碱,SideEff-Drug
转氨酶升高,秋水仙碱,SideEff-Drug
骨髓抑制,秋水仙碱,SideEff-Drug
肾脏损害,秋水仙碱,SideEff-Drug
血尿,秋水仙碱,SideEff-Drug
少尿,秋水仙碱,SideEff-Drug
肾功能异常,秋水仙碱,SideEff-Drug
消化道溃疡,非选择性COX抑制剂,SideEff-Drug
肠道穿孑L,非选择性COX抑制剂,SideEff-Drug
上消化道出血,非选择性COX抑制剂,SideEff-Drug
胃肠道不良反应,非选择性COX抑制剂,SideEff-Drug
胃肠道不良反应,COX一2抑制剂,SideEff-Drug
心血管事件,COX4抑制齐4,SideEff-Drug
水钠潴留,糖皮质激素,SideEff-Drug
感染,糖皮质激素,SideEff-Drug
胃肠道、心血管、肾损伤等不良反应,NSAIDs,SideEff-Drug
骨质疏松,泼尼松龙,SideEff-Drug
骨质疏松,泼尼松,SideEff-Drug
超敏反应综合征,非布司他,SideEff-Drug
肾脏损害,二甲双胍,SideEff-Drug
高乳酸血症,二甲双胍,SideEff-Drug
晚餐时或餐后立即服用,缓释剂型,SideEff-Drug
胃肠道不良反应,缓释剂型,SideEff-Drug
胃肠道反应,肠溶片/胶囊,SideEff-Drug
体重增加,格列喹酮,SideEff-Drug
升高LDL_C,二甲双胍,SideEff-Drug
升高LDL_C,TZDs,SideEff-Drug
体重增加,TZD,SideEff-Drug
升高LDL_C,TZD,SideEff-Drug
胃肠不适,阿卡波糖,SideEff-Drug
严重低血糖,GLP-1受体激动剂,SideEff-Drug
严重低血糖,二甲双胍,SideEff-Drug
低血糖,睡前胰岛素,SideEff-Drug
呕吐,二甲双胍,SideEff-Drug
胃胀,二甲双胍,SideEff-Drug
乏力,二甲双胍,SideEff-Drug
消化不良,二甲双胍,SideEff-Drug
腹部不适,二甲双胍,SideEff-Drug
头痛,二甲双胍,SideEff-Drug
胃肠道反,二甲双胍,SideEff-Drug
胃肠道症状,缓释制剂,SideEff-Drug
血糖升高,噻嗪类药物,SideEff-Drug
血糖升高,利尿剂,SideEff-Drug
血糖升高,糖皮质激素,SideEff-Drug
血糖升高,吩噻嗪,SideEff-Drug
血糖升高,甲状腺制剂,SideEff-Drug
血糖升高,雌激素,SideEff-Drug
血糖升高,口服避孕药,SideEff-Drug
血糖升高,苯妥英,SideEff-Drug
血糖升高,烟碱酸,SideEff-Drug
血糖升高,拟交感神经药,SideEff-Drug
血糖升高,钙离子通道阻滞剂,SideEff-Drug
血糖升高,异烟肼,SideEff-Drug
肝脏,乙酰氨基酚,SideEff-Drug
肝脏,扑热息痛,SideEff-Drug
肝损伤,乙酰氨基酚,SideEff-Drug
脂代谢异常,糖皮质激素,SideEff-Drug
饱腹感明显,利拉鲁肽,SideEff-Drug
低帆糖,格列齐特缓释片,SideEff-Drug
低帆糖,格列吡嗪控释片,SideEff-Drug
低血糖,格列奈类促泌剂,SideEff-Drug
低血糖风险,磺脲类促泌剂,SideEff-Drug
低血糖,缓释、控释制剂,SideEff-Drug
头晕,胰岛素促泌剂,SideEff-Drug
乏力,胰岛素促泌剂,SideEff-Drug
头痛,胰岛素促泌剂,SideEff-Drug
皮疹,胰岛素促泌剂,SideEff-Drug
恶心,胰岛素促泌剂,SideEff-Drug
胃肠道不良反应,胰岛素促泌剂,SideEff-Drug
呕吐,胰岛素促泌剂,SideEff-Drug
腹痛,胰岛素促泌剂,SideEff-Drug
腹泻,胰岛素促泌剂,SideEff-Drug
体重影响,磺脲类促泌剂,SideEff-Drug
子宫内膜增生,tibolone,SideEff-Drug
阴道流血,tibolone,SideEff-Drug
不良反应,替勃龙,SideEff-Drug
发热,唑来膦酸,SideEff-Drug
流感样症状,唑来膦酸,SideEff-Drug
关节痛,唑来膦酸,SideEff-Drug
肌痛,唑来膦酸,SideEff-Drug
消化道症状,唑来膦酸,SideEff-Drug
体重增加,替勃龙,SideEff-Drug
阴道感染,替勃龙,SideEff-Drug
阴道流血,替勃龙,SideEff-Drug
乳房胀痛,替勃龙,SideEff-Drug
瘙痒,替勃龙,SideEff-Drug
用药后症状,双膦酸盐,SideEff-Drug
发热,双膦酸盐,SideEff-Drug
恶心,双膦酸盐,SideEff-Drug
肌肉痛,双膦酸盐,SideEff-Drug
下颌骨坏死,双膦酸盐,SideEff-Drug
房颤,双膦酸盐,SideEff-Drug
深静脉血栓,双膦酸盐,SideEff-Drug
流感样症状,替勃龙,SideEff-Drug
肝功受损,秋水仙碱,SideEff-Drug
大便次数增多,秋水仙碱,SideEff-Drug
脱发,秋水仙碱,SideEff-Drug
肝肾功能损害,秋水仙碱,SideEff-Drug
致畸,秋水仙碱,SideEff-Drug
水样便,秋水仙碱,SideEff-Drug
