from,to,rel
维持水电解质平衡,Graves病,Treatment_Disease
营养支持,Graves病,Treatment_Disease
人工肝,肝功能受损,Treatment_Disease
全身支持疗法,肝损害,Treatment_Disease
护肝治疗,肝损害,Treatment_Disease
护肝,肝损害,Treatment_Disease
营养支持治疗,肝损害,Treatment_Disease
护肝,肝功能,Treatment_Disease
维持水电解质平衡,肝功能,Treatment_Disease
营养支持,肝功能,Treatment_Disease
高代谢症状未缓解,肝功能受损,Treatment_Disease
人工肝,胆汁淤积性黄疸,Treatment_Disease
胰岛素抵抗,肥胖,Treatment_Disease
甘油释放检测,肥胖,Treatment_Disease
肠道菌群移植,2型糖尿病,Treatment_Disease
肠道菌群移植,代谢性疾病,Treatment_Disease
肠道菌群移植,糖尿病,Treatment_Disease
肠道菌群移植,胰岛素抵抗,Treatment_Disease
肠道菌群移植,肥胖,Treatment_Disease
移植,代谢综合征,Treatment_Disease
粪菌移植,代谢综合征,Treatment_Disease
菌群移植,2型糖尿病,Treatment_Disease
减轻体重,痛风,Treatment_Disease
减小腹围,痛风,Treatment_Disease
碱化尿液,HUA,Treatment_Disease
溶栓,脑梗死,Treatment_Disease
溶栓,急性缺血性卒中,Treatment_Disease
减轻体重,HUA,Treatment_Disease
减轻体重,腹型肥胖,Treatment_Disease
减小腹围,HUA,Treatment_Disease
减小腹围,腹型肥胖,Treatment_Disease
溶栓,大脑中动脉梗死,Treatment_Disease
碘治疗,亚临床甲减,Treatment_Disease
碘治疗,SCH,Treatment_Disease
降压,2型糖尿病,Treatment_Disease
调脂,2型糖尿病,Treatment_Disease
化疗,恶性肿瘤,Treatment_Disease
抗感染治疗,糖尿病足溃疡伴发感染,Treatment_Disease
MSSA,糖尿病足溃疡或坏疽,Treatment_Disease
放射史,甲状腺疾病,Treatment_Disease
透析,糖尿病肾病,Treatment_Disease
透析,糖尿病。肾病,Treatment_Disease
肾脏替代治疗,肾功能不全,Treatment_Disease
透析治疗,糖尿病肾病,Treatment_Disease
透析,ESRD,Treatment_Disease
透析治疗,肾功能不全,Treatment_Disease
131I治疗,分化型甲状腺癌,Treatment_Disease
131I治疗,DTC,Treatment_Disease
术后131I治疗,DTC,Treatment_Disease
131I,DTC,Treatment_Disease
术后辅助放射性碘治疗,DTC,Treatment_Disease
TSH抑制治疗,DTC,Treatment_Disease
131I,分化型甲状腺癌,Treatment_Disease
131I清甲治疗,分化型甲状腺癌,Treatment_Disease
THW,DTC,Treatment_Disease
放射性碘治疗,甲状腺乳头状癌,Treatment_Disease
化疗,DTC,Treatment_Disease
外放射治疗,DTC,Treatment_Disease
内照射,DTC,Treatment_Disease
131I放射治疗,甲状腺癌,Treatment_Disease
131I放射治疗,血液系统并发症,Treatment_Disease
131I放射治疗,PTC,Treatment_Disease
能量限制,肥胖,Treatment_Disease
CR,肥胖,Treatment_Disease
饮食干预,肥胖,Treatment_Disease
饥饿疗法,肥胖,Treatment_Disease
极低热量饮食,肥胖,Treatment_Disease
限食,β细胞功能紊乱,Treatment_Disease
抗氧化的治疗,胰岛素抵抗,Treatment_Disease
碱化尿液,肾功能不全,Treatment_Disease
间段性血液滤过,肾功能不全,Treatment_Disease
禁食,特殊类型糖尿病,Treatment_Disease
禁食,胰腺炎,Treatment_Disease
禁食,急性胰腺炎,Treatment_Disease
抑制胰液分泌,特殊类型糖尿病,Treatment_Disease
抑制胰液分泌,胰腺炎,Treatment_Disease
抑制胰液分泌,急性胰腺炎,Treatment_Disease
补液,RM,Treatment_Disease
血液滤过,RM,Treatment_Disease
护肝,急性肝损伤,Treatment_Disease
调脂,急性肝损伤,Treatment_Disease
严格控制血糖,急性肝损伤,Treatment_Disease
护肝,肝功能损害,Treatment_Disease
调脂,肝功能损害,Treatment_Disease
严格控制血糖,肝功能损害,Treatment_Disease
护肝,非酒精性脂肪性肝炎,Treatment_Disease
调脂,非酒精性脂肪性肝炎,Treatment_Disease
严格控制血糖,非酒精性脂肪性肝炎,Treatment_Disease
血液净化治疗,急性肾衰,Treatment_Disease
血液净化治疗,RM,Treatment_Disease
血液透析,急性肾衰,Treatment_Disease
血液透析,RM,Treatment_Disease
血液滤过,急性肾衰,Treatment_Disease
血浆置换,急性肾衰,Treatment_Disease
血浆置换,RM,Treatment_Disease
免疫吸附,急性肾衰,Treatment_Disease
免疫吸附,RM,Treatment_Disease
血液净化治疗,肾功能不全,Treatment_Disease
禁食,RM,Treatment_Disease
胰岛干细胞移植,1型糖尿病,Treatment_Disease
抗炎治疗,糖尿病,Treatment_Disease
激光光凝治疗,失明,Treatment_Disease
饮食治疗,2型糖尿病,Treatment_Disease
截肢,感染,Treatment_Disease
透析治疗,糖尿病,Treatment_Disease
截肢,老年糖尿病,Treatment_Disease
截肢,足部溃疡,Treatment_Disease
131I,甲状腺功能亢进,Treatment_Disease
131I,甲状腺癌,Treatment_Disease
131I治疗,甲状腺癌,Treatment_Disease
131I治疗,原发性甲减,Treatment_Disease
131I治疗,甲减,Treatment_Disease
131I,甲状腺结节,Treatment_Disease
TSH抑制治疗,死亡,Treatment_Disease
TSH深度抑制,DTC,Treatment_Disease
分子靶向治疗,低分化甲状腺癌,Treatment_Disease
放化疗,良性病变,Treatment_Disease
中草药治疗,良性病变,Treatment_Disease
中药治疗,肿瘤,Treatment_Disease
化疗,肿瘤,Treatment_Disease
放疗,甲状腺癌术后复发,Treatment_Disease
化疗,甲状腺癌,Treatment_Disease
术后放射性131I,DTC,Treatment_Disease
放疗,肿瘤,Treatment_Disease
放化疗,甲状腺癌,Treatment_Disease
激素抑制治疗,甲状腺癌,Treatment_Disease
术后放射性131I,分化型甲状腺癌,Treatment_Disease
放疗,分化型甲状腺癌,Treatment_Disease
脐带间充质干细胞治疗,1型糖尿病,Treatment_Disease
异体人脐带MSCs静脉输注治疗,1型糖尿病,Treatment_Disease
异体人脐带MSCs静脉输注治疗,LADA,Treatment_Disease
干细胞治疗,糖尿病性视网膜病变,Treatment_Disease
放射照射治疗,头颈部恶性肿瘤,Treatment_Disease
放射性碘治疗,Graves病,Treatment_Disease
放射照射治疗,非甲状腺相关的头颈部恶性肿瘤,Treatment_Disease
放射性治疗,垂体下丘脑疾病,Treatment_Disease
甲亢同位素,原发性甲减,Treatment_Disease
甲亢放射性碘治疗,甲减,Treatment_Disease
甲亢放射性碘治疗,甲状腺,Treatment_Disease
基因治疗,2型糖尿病,Treatment_Disease
基因治疗组,糖尿病,Treatment_Disease
RNA干扰,2型糖尿病,Treatment_Disease
基因治疗,糖尿病,Treatment_Disease
RNA干扰技术抑制,糖尿病,Treatment_Disease
RNAi,自发性高血压,Treatment_Disease
Ad5-ACE-shRNA,2型糖尿病,Treatment_Disease
RNA干扰,糖尿病,Treatment_Disease
ACEshRNA,2型糖尿病,Treatment_Disease
靶向抑制ACE表达的小干扰RNA,2型糖尿病,Treatment_Disease
基因沉默,2型糖尿病,Treatment_Disease
RNA干扰技术,糖尿病,Treatment_Disease
注射靶向抑制ACE基因表达的小干扰RNA重组腺病毒载体,2型糖尿病,Treatment_Disease
Ad5-ACE-shRNA,糖尿病,Treatment_Disease
血液透析,终末期肾病,Treatment_Disease
降脂,大血管并发症,Treatment_Disease
血糖,2型糖尿病,Treatment_Disease
血糖,糖尿病最,Treatment_Disease
>7.5%,糖尿病前期,Treatment_Disease
VLCD,2型糖尿病,Treatment_Disease
超低卡路里饮食,2型糖尿病,Treatment_Disease
超低卡路里饮食,肥胖,Treatment_Disease
VLCD,肥胖,Treatment_Disease
GnRH泵,IHH,Treatment_Disease
侵袭性方案,ED,Treatment_Disease
调脂抗炎,PCOS,Treatment_Disease
HRT,围绝经期综合征,Treatment_Disease
GnRHa治疗,FMPP,Treatment_Disease
GnRHa治疗,家族性限男性非GnRH依赖型性早熟,Treatment_Disease
GnRH泵治疗,IHH,Treatment_Disease
雌激素补充治疗,PAIS,Treatment_Disease
GnRH脉冲治疗,PCOS,Treatment_Disease
GnRH脉冲输注,IHH,Treatment_Disease
乳房整形,PAIS,Treatment_Disease
性激素替代治疗,卵巢功能减退症,Treatment_Disease
GnRH脉冲治疗,中枢性继发性闭经,Treatment_Disease
GnRH脉冲输注技术,特发性低促性腺激素性性腺发育不全,Treatment_Disease
激素替代治疗,低促性腺激素性性腺功能减退症,Treatment_Disease
性激素替代,低促性腺激素性性腺功能减退症,Treatment_Disease
促性腺激素治疗,低促性腺激素性性腺功能减退症,Treatment_Disease
GnRH脉冲治疗,低促性腺激素性性腺功能减退症,Treatment_Disease
抗高雄激素治疗,先天性肾上腺皮质增生,Treatment_Disease
心理治疗,先天性肾上腺皮质增生,Treatment_Disease
雄激素补充治疗,男性迟发性性腺功能减退症,Treatment_Disease
GnRH脉冲输注技术,IHH,Treatment_Disease
GnRH脉冲输注技术,继发性闭经,Treatment_Disease
GnRH脉冲输注技术,不孕,Treatment_Disease
GnRH脉冲输注,中枢性继发性闭经,Treatment_Disease
放射性131I,永久性甲状腺功能减退,Treatment_Disease
radioactiveiodine,永久性甲状腺功能减退,Treatment_Disease
RAI,永久性甲状腺功能减退,Treatment_Disease
放射性131I,儿童甲亢,Treatment_Disease
radioactiveiodine,儿童甲亢,Treatment_Disease
RAI,儿童甲亢,Treatment_Disease
放射性131I治疗,儿童甲亢,Treatment_Disease
hAMSCs,1型糖尿病,Treatment_Disease
hAMSCs移植,1型糖尿病,Treatment_Disease
异种间移植hAMSCs,1型糖尿病,Treatment_Disease
同种异基因骨髓MSCs移植,1型糖尿病,Treatment_Disease
间充质干细胞(MSCs)移植治疗,1型糖尿病,Treatment_Disease
MSCs移植治疗,T1DM,Treatment_Disease
骨髓MSCs移植治疗,非肥胖性糖尿病,Treatment_Disease
代谢性手术,2型糖尿病,Treatment_Disease
间充质干细胞移植治疗,1型糖尿病,Treatment_Disease
间充质干细胞(MSCs)移植治疗,T1DM,Treatment_Disease
代谢性手术,T2DM,Treatment_Disease
餐时胰岛素,糖尿病,Treatment_Disease
吸氧,急性心功能不全,Treatment_Disease
半卧位,急性心功能不全,Treatment_Disease
扩冠,急性心功能不全,Treatment_Disease
利尿,急性心功能不全,Treatment_Disease
极化液,急性心功能不全,Treatment_Disease
对症治疗,Graves病,Treatment_Disease
对症治疗,亚甲炎,Treatment_Disease
血液透析,急性肾功能衰竭,Treatment_Disease
血浆置换,AAV,Treatment_Disease
纠正贫血,贫血,Treatment_Disease
营养心肌,甲亢性心脏病,Treatment_Disease
抗感染,肺部感染,Treatment_Disease
抗感染,双肺弥漫性病变,Treatment_Disease
利尿,肾功能不全,Treatment_Disease
同位素131I,甲状腺功能亢进症,Treatment_Disease
血浆置换,进展性肾小球肾炎,Treatment_Disease
血浆置换,肺泡间质出血,Treatment_Disease
透析治疗,肾衰竭,Treatment_Disease
抗感染治疗,糖尿病足,Treatment_Disease
激素治疗,糖尿病,Treatment_Disease
抗抑郁治疗,抑郁症,Treatment_Disease
激素治疗,库欣综合征,Treatment_Disease
抗抑郁治疗,糖尿病,Treatment_Disease
抗HIV感染,精神疾病,Treatment_Disease
激素替代治,多基因遗传性疾病,Treatment_Disease
干预治疗,多基因遗传性疾病,Treatment_Disease
激素反馈治疗,多基因遗传性疾病,Treatment_Disease
对症治疗,多基因遗传性疾病,Treatment_Disease
激素替代,多基因遗传性疾病,Treatment_Disease
透析,慢性肾功能不全,Treatment_Disease
透析,CRF,Treatment_Disease
透析,慢性肾小球肾,Treatment_Disease
放疗,结肠癌,Treatment_Disease
低肉类摄入,肥胖,Treatment_Disease
低肉类摄入,结直肠癌,Treatment_Disease
化疗,结肠癌,Treatment_Disease
补钙,甲状旁腺腺瘤,Treatment_Disease
囊肿内注射硬化剂治疗,结节,Treatment_Disease
碘补充治疗,小结节性甲状腺肿,Treatment_Disease
超声引导下的乙醇经皮注射(PEI),良性甲状腺囊性结节,Treatment_Disease
PEI,MNGs,Treatment_Disease
影像学引导下的热烧蚀,结节,Treatment_Disease
超声引导下的乙醇经皮注射(PEI),甲减,Treatment_Disease
影像学引导下的热烧蚀,MNGs,Treatment_Disease
肠内/肠外营养,糖尿病,Treatment_Disease
持续肠内营养,糖尿病,Treatment_Disease
肠外营养,糖尿病,Treatment_Disease
持续肠内/肠外营养,糖尿病,Treatment_Disease
同位素131I10mCi治疗,Graves病,Treatment_Disease
同位素治疗,Graves病,Treatment_Disease
同位素治疗,甲状腺毒症,Treatment_Disease
同位素131I治疗,甲心病,Treatment_Disease
同位素131I治疗,Graves病,Treatment_Disease
肾脏替代治疗,糖尿病肾病,Treatment_Disease
肾脏替代治疗,肾病,Treatment_Disease
透析治疗,终末期肾病,Treatment_Disease
促排卵治疗,1型糖尿病,Treatment_Disease
降糖,急性胰腺炎,Treatment_Disease
补液,急性胰腺炎,Treatment_Disease
纠酮,急性胰腺炎,Treatment_Disease
补液纠酮,暴发1型糖尿病合并酮症酸中毒,Treatment_Disease
促排卵治疗,系统性红斑狼疮,Treatment_Disease
促排卵治疗,抗磷脂综合征,Treatment_Disease
促排卵,1型糖尿病,Treatment_Disease
促排卵治疗,FDM,Treatment_Disease
降糖,糖尿病酮症酸中毒,Treatment_Disease
补液,糖尿病酮症酸中毒,Treatment_Disease
纠酮,糖尿病酮症酸中毒,Treatment_Disease
促排卵,自身免疫紊乱,Treatment_Disease
131I治疗,放射性甲状腺炎,Treatment_Disease
介入治疗,糖尿病LEAD,Treatment_Disease
透析,肾功能衰竭,Treatment_Disease
透析,肾衰竭,Treatment_Disease
腹膜透析,糖尿病,Treatment_Disease
透析,糖尿病,Treatment_Disease
补充液体,DKA,Treatment_Disease
激光治疗,糖尿病视网膜病变,Treatment_Disease
补液治疗,低钾血症,Treatment_Disease
积极补液,水、电解质和酸碱失衡,Treatment_Disease
透析治疗,慢性肾脏病并发症,Treatment_Disease
激光光凝治疗,PDR,Treatment_Disease
激光光凝治疗,黄斑水肿,Treatment_Disease
激光光凝治疗,NPDR,Treatment_Disease
限食,神经退行性病变,Treatment_Disease
限食,糖尿病,Treatment_Disease
限食,动脉粥样硬化,Treatment_Disease
限食,肺癌,Treatment_Disease
限食,乳腺肿瘤,Treatment_Disease
限食,乳腺癌,Treatment_Disease
限食,阿尔茨海默病,Treatment_Disease
ADF,心血管疾病,Treatment_Disease
连续限食,2型糖尿病,Treatment_Disease
间断限食,2型糖尿病,Treatment_Disease
限食疗法,癌症,Treatment_Disease
限食疗法,神经退行性病变,Treatment_Disease
限食疗法,心血管疾病,Treatment_Disease
限食,肿瘤,Treatment_Disease
限食治疗,乳腺癌,Treatment_Disease
低热量饮食(450kcl/d),2型糖尿病,Treatment_Disease
限食,糖尿病合并心血管并发症,Treatment_Disease
热量限制,营养不良,Treatment_Disease
限食,营养不良,Treatment_Disease
限食,年龄相关心肌疾病,Treatment_Disease
限食疗法,肿瘤,Treatment_Disease
限食疗法,营养不良,Treatment_Disease
限食,帕金森氏病,Treatment_Disease
低热量饮食(450kcl/d),肥胖,Treatment_Disease
抬高患肢,痛风,Treatment_Disease
局部冷敷,痛风,Treatment_Disease
静脉补液,急性尿酸性肾病,Treatment_Disease
严格低嘌呤饮食,急性尿酸性肾病,Treatment_Disease
水化治疗,急性尿酸性肾病,Treatment_Disease
透析,急性尿酸性肾病,Treatment_Disease
排石疗法,尿酸性肾石症,Treatment_Disease
体外冲击波碎石,尿酸性肾石症,Treatment_Disease
中医中药,尿酸性肾石症,Treatment_Disease
溶石疗法,尿酸性肾石症,Treatment_Disease
冲击波碎石,尿酸性肾石症,Treatment_Disease
冲击波碎石,肾盂结石,Treatment_Disease
冲击波碎石,肾上盏或肾中盏结石,Treatment_Disease
冲击波碎石,肾下盏结石,Treatment_Disease
冲击波碎石,下盏结石,Treatment_Disease
冲击波碎石,鹿角形结石,Treatment_Disease
体外冲击波碎石,尿酸结石,Treatment_Disease
溶石疗法,鹿角形结石,Treatment_Disease
体外冲击波碎石,鹿角形结石,Treatment_Disease
透析,慢性肾脏病,Treatment_Disease
放化疗,HUA,Treatment_Disease
碱化尿液,尿酸性肾石症,Treatment_Disease
抬高患肢,关节炎,Treatment_Disease
局部冷敷,关节炎,Treatment_Disease
中医药,HUA,Treatment_Disease
水化治疗,肿瘤溶解综合征,Treatment_Disease
冲击波碎石,结石远端器质性梗阻,Treatment_Disease
冲击波碎石,肾功能不全,Treatment_Disease
冲击波碎石,尿路感染,Treatment_Disease
溶石疗法,尿酸性结石,Treatment_Disease
体外冲击波碎石,尿酸性结石,Treatment_Disease
小肠,糖尿病,Treatment_Disease
体重增加,糖尿病,Treatment_Disease
低血糖,糖尿病,Treatment_Disease
体重,糖尿病,Treatment_Disease
降糖,T2DM,Treatment_Disease
500mg/胶囊,糖尿病,Treatment_Disease
二甲双胍肠溶片或胶囊,250mg/片,Treatment_Disease
二甲双胍肠溶片或胶囊,糖尿病,Treatment_Disease
3.2mmol/,糖尿病,Treatment_Disease
1.8%(I级),糖尿病,Treatment_Disease
4.0mmol/L,糖尿病前期,Treatment_Disease
维持性血液透析,糖尿病,Treatment_Disease
MHD,糖尿病,Treatment_Disease
MHD,糖尿病肾病,Treatment_Disease
血液透析,心律失常,Treatment_Disease
透析,充血性心力衰竭,Treatment_Disease
MHD,动脉粥样硬化,Treatment_Disease
透析,MIA综合征,Treatment_Disease
MHD,终末期肾脏病,Treatment_Disease
维持性血液透析,心血管事件,Treatment_Disease
MHD,心血管事件,Treatment_Disease
MHD,死亡,Treatment_Disease
透析,慢性肾小球肾炎,Treatment_Disease
透析,高血压肾损害,Treatment_Disease
血液透析滤过,慢性肾小球肾炎,Treatment_Disease
血液透析滤过,糖尿病肾病,Treatment_Disease
血液透析滤过,高血压肾损害,Treatment_Disease
血液透析滤过,肾病,Treatment_Disease
血液灌流,肾病,Treatment_Disease
血液灌流,高血压肾损害,Treatment_Disease
血液灌流,糖尿病肾病,Treatment_Disease
血液灌流,慢性肾小球肾炎,Treatment_Disease
MHD,低血糖,Treatment_Disease
血液透析,低血压,Treatment_Disease
血液透析,心肌缺血,Treatment_Disease
透析,死亡风险,Treatment_Disease
血液透析治疗,心血管事件,Treatment_Disease
MHD,心血管疾病,Treatment_Disease
MHD,MIA,Treatment_Disease
透析,心血管疾病,Treatment_Disease
血液透析,心血管事件,Treatment_Disease
营养治疗,2型糖尿病,Treatment_Disease
肠道激素治疗,糖尿病,Treatment_Disease
饮食运动控制,类固醇性糖尿病,Treatment_Disease
放疗,不适当抗利尿激素分泌综合征,Treatment_Disease
静滴生理盐水,低血钠冶,Treatment_Disease
γ刀治疗,垂体巨腺瘤,Treatment_Disease
放射治疗,垂体功能减退,Treatment_Disease
限制饮水,低钠血症,Treatment_Disease
垂体放疗,垂体肿瘤,Treatment_Disease
限水,低钠血症,Treatment_Disease
放射治疗,顽固性低钠血症,Treatment_Disease
放射治疗史,甲减,Treatment_Disease
低血糖风险,心血管疾病,Treatment_Disease
低血糖风险,2型糖尿病,Treatment_Disease
